word,tasa_freq
salts,2
saltwater,0
salty,34
salutation,0
salute,3
salvage,0
salvation,0
sam,835
sam's,42
same,1456
sammy,103
samoa,0
sample,5
sampled,3
samples,6
sampling,0
samson,26
samuel,8
samurai,0
san,2
sanantonio,0
sanchez,20
sancho,2
sanctuary,0
sand,352
sandals,10
sanders,11
sandiego,1
sandpaper,0
sandra,11
sands,15
sandstone,0
sandwich,82
sandwiches,41
sandy,88
sane,1
sanfrancisco,28
sang,196
sanitary,0
sanitation,0
sanjuan,2
sank,62
santa,20
santafe,1
santiago,4
santo,0
sap,58
sapiens,0
saplings,1
sara,181
sara's,5
sarah,264
sarah's,12
sardines,0
sash,9
sat,1631
satan,0
satellite,6
satellites,6
satin,5
satire,0
satisfaction,5
satisfactorily,0
satisfactory,1
satisfied,19
satisfies,0
satisfy,2
satisfying,0
saturated,0
saturday,198
saturdays,15
saturn,1
sauce,8
saucer,16
saucers,6
saudi,0
saul,9
sausage,22
sausages,24
savage,6
savagely,1
savages,0
savanna,0
savannah,0
save,209
saved,121
saves,5
saving,25
savings,8
saw,3322
sawdust,4
sawed,9
sawing,2
sawmill,4
saws,4
sawyer,8
saxons,0
say,2622
saying,353
sayings,2
says,1577
scaffold,1
scale,37
scales,19
scalp,3
scaly,3
scampered,5
scan,0
scandal,0
scandinavia,0
scandinavian,0
scanned,3
scanning,0
scant,0
scanty,0
scar,8
scarce,7
scarcely,14
scarcity,0
scare,66
scarecrow,10
scared,332
scarf,31
scaring,4
scarlet,3
scarred,0
scars,2
scary,58
scatter,4
scattered,22
scattering,3
scenario,0
scene,26
scenery,3
scenes,3
scent,11
scented,0
scents,0
schedule,12
scheduled,0
schedules,0
scheduling,0
scheme,0
schemes,0
schmidt,0
scholar,0
scholarly,0
scholars,1
scholarship,2
scholastic,0
school,2708
school's,4
schoolboy,1
schoolhouse,19
schooling,1
schoolmaster,1
schoolroom,5
schools,65
schoolteacher,3
schoolwork,5
schoolyard,17
schooner,2
schultz,4
science,75
sciences,0
scientific,7
scientifically,0
scientist,15
scientists,66
scissors,28
scoffed,1
scold,5
scolded,21
scolding,4
scoop,16
scooped,11
scooter,20
scope,1
scorched,1
scorching,1
score,29
scored,10
scores,2
scoring,0
scorn,2
scorned,0
scornfully,2
scorpion,0
scotch,0
scotia,0
scotland,9
scott,120
scott's,1
scottish,0
scotty,35
scoured,1
scouring,0
scout,25
scouts,9
scowled,10
scramble,2
scrambled,38
scrambling,1
scrap,13
scrapbook,8
scrape,12
scraped,13
scrapes,2
scraping,9
scraps,20
scratch,22
scratched,56
scratches,9
scratching,22
scrawny,1
scream,47
screamed,111
screaming,67
screams,14
screech,8
screeched,10
screeching,2
screen,67
screened,1
screening,0
screens,4
screw,6
screwdriver,1
screwed,6
screws,3
scribes,0
script,0
scroll,2
scrolls,0
scrooge,1
scrub,7
scrubbed,9
scrubbing,3
scrutiny,0
scuba,0
sculptor,1
sculpture,3
sculptures,1
scum,0
scurried,3
scurry,4
scurrying,1
sea,708
seacoast,0
seafaring,0
seafood,1
seal,89
sealed,4
sealing,0
seals,17
seam,0
seaman,0
seamen,0
seams,0
seaport,1
search,55
searched,38
searches,1
searching,33
sears,1
seas,18
seashells,5
seashore,10
season,69
seasonal,0
seasoned,0
seasons,25
seat,303
seated,25
seating,0
seats,56
seattle,4
seawater,1
seaweed,28
sebastian,13
secession,0
seclusion,0
second,502
second-hand,0
secondary,0
secondhand,0
secondly,0
seconds,91
secrecy,1
secret,265
secretaries,0
secretary,8
secrete,0
secreted,0
secretion,0
secretly,5
secrets,17
section,43
sectional,0
sections,6
sector,0
sectors,0
secular,0
secure,5
secured,0
securely,2
securing,0
securities,0
security,1
sedan,1
sediment,0
sedimentary,0
sediments,0
see,7814
seed,87
seedling,1
seedlings,0
seeds,367
seeing,160
seek,17
seekers,0
seeking,5
seeks,1
seem,348
seemed,767
seeming,2
seemingly,0
seems,234
seen,971
seep,2
seeped,1
seeps,1
sees,256
seesaw,3
segment,0
segments,0
segregated,0
segregation,0
seize,2
seized,10
seizing,0
seizure,0
seizures,0
seldom,13
select,1
selected,1
selecting,0
selection,2
selections,1
selective,0
selects,0
self,13
self-concept,0
self-confidence,4
self-conscious,0
self-control,0
self-defense,0
self-esteem,0
self-evident,0
self-government,0
self-help,0
self-image,0
self-interest,0
self-made,0
self-respect,0
self-sufficient,0
selfish,6
selfishness,2
sell,257
seller,4
sellers,0
selling,33
sells,7
selves,1
semantic,0
semester,0
semiarid,0
semicircle,0
semicolon,0
senate,0
senator,0
senators,0
send,232
sender,1
sending,32
sends,23
seneca,1
senior,7
seniority,0
seniors,1
senor,52
senora,2
sensation,5
sensational,0
sensations,1
sense,117
sensed,10
senseless,0
senses,58
sensible,11
sensibly,0
sensing,1
sensitive,3
sensitivity,0
sensors,3
sensory,0
sent,348
sentence,335
sentenced,1
sentences,215
sentiment,0
sentimental,0
sentiments,0
sentinel,0
sentry,1
separate,29
separated,18
separately,1
separates,2
separating,1
separation,0
september,40
sequence,2
sequences,0
sequential,0
sequoia,0
serena,7
serene,2
serenity,0
serfs,0
sergeant,21
serial,0
series,10
serious,78
seriously,13
seriousness,0
sermon,1
sermons,0
serpent,2
serpents,0
serpico,0
serum,1
servant,20
servants,19
serve,27
served,24
serves,2
service,37
services,21
serving,10
servings,1
session,1
sessions,0
set,868
seth,37
sets,43
setting,55
settings,0
settle,38
settled,100
settlement,8
settlements,1
settler,0
settlers,19
settles,1
settling,9
setup,0
seven,267
seventeen,26
seventeenth,0
seventh,12
seventies,0
seventy,6
seventy-five,4
seventy-two,3
several,242
severe,2
severed,0
severely,1
severity,0
sew,27
sewage,0
sewed,12
sewer,1
sewers,3
sewing,33
sewn,2
sex,4
sexes,0
sexual,0
sexuality,0
sexually,0
seymour,37
shabby,2
shack,27
shacks,2
shade,100
shaded,8
shades,16
shading,1
shadow,134
shadowed,0
shadows,64
shadowy,4
shady,10
shaft,4
shafts,3
shaggy,14
shake,128
shaken,11
shaker,1
shakes,24
shakespeare,1
shakespeare's,0
shaking,122
shaky,9
shale,1
shall,307
shallow,25
shallows,0
shalt,0
sham,2
shame,34
shampoo,1
shan't,8
shane,12
shape,214
shaped,46
shapeless,0
shapes,58
shaping,3
share,139
shared,20
shares,2
sharing,15
shark,42
sharks,45
sharon,40
sharp,204
sharpen,0
sharpened,9
sharpening,2
sharper,2
sharply,34
shatter,0
shattered,3
shattering,2
shave,5
shaved,5
shaving,2
shavings,2
shaw,13
shawl,7
she,21964
she'd,152
she'll,81
she's,423
shearing,1
shears,7
sheath,0
shed,75
shedding,0
sheds,3
sheen,0
sheep,352
sheep's,0
sheepskin,2
sheer,4
sheet,81
sheets,38
sheila,15
shelby,7
shelf,90
shell,129
shelled,1
shelley,0
shellfish,1
shells,98
shelter,60
sheltered,3
sheltering,0
shelters,5
shelves,39
shep,6
shepard,0
shepherd,22
shepherds,2
sheriff,26
sherlock,2
sherman,6
sherry,10
shield,9
shielded,0
shielding,1
shields,0
shift,9
shifted,12
shifting,4
shifts,1
shilling,6
shillings,5
shimmering,4
shin,0
shine,102
shines,38
shingles,3
shining,125
shiny,110
ship,462
ship's,20
shipbuilding,0
shipment,0
shipments,0
shipped,4
shipping,1
ships,166
shipwrecked,1
shipyards,0
shirley,36
shirt,176
shirts,21
shiver,6
shivered,23
shivering,16
shlemiel,3
shoals,0
shock,25
shocked,21
shocking,0
shocks,1
shoe,106
shoelaces,11
shoemaker,29
shoemakers,0
shoes,482
shone,47
shoo,11
shook,470
shoot,89
shooting,27
shoots,14
shop,492
shopkeeper,3
shopkeepers,1
shopped,1
shoppers,4
shopping,90
shops,36
shore,179
shoreline,2
shores,7
short,400
short-lived,0
short-term,0
shortage,1
shortages,0
shortcomings,0
shortcut,24
shorten,1
shortened,1
shorter,37
shortest,17
shorthand,0
shortly,18
shortness,0
shorts,13
shorty,12
shot,228
shotgun,3
shots,15
should,1408
shoulder,195
shouldered,1
shoulders,118
shouldn't,85
shout,97
shouted,656
shouting,71
shouts,21
shove,7
shoved,24
shovel,53
shovels,13
shoving,5
show,1301
showed,330
shower,49
showered,0
showers,2
showing,73
shown,84
shows,305
shrank,4
shredded,0
shrew,0
shrewd,1
shriek,4
shrieked,11
shrieking,1
shrill,8
shrimp,6
shrine,0
shrines,0
shrink,7
shrinkage,0
shrinking,4
shrinks,1
shrub,0
shrubs,3
shrug,3
shrugged,53
shrunk,1
shudder,3
shuddered,10
shuffle,3
shuffled,8
shuffling,2
shut,250
shuts,4
shutter,2
shutters,6
shutting,6
shuttle,0
shy,46
shyly,3
shyness,1
si,8
siberia,2
siberian,0
siblings,0
sicily,0
sick,547
sickening,1
sickle,0
sickly,2
sickness,13
sid,141
side,1264
sided,0
sides,160
sidewalk,137
sidewalks,22
sideways,24
siding,1
sidney,21
siebren,3
siege,0
siegfried,0
sierra,5
sieve,0
sigh,39
sighed,167
sighing,6
sighs,3
sight,224
sighted,5
sighting,1
sightings,1
sights,11
sign,500
signal,49
signaled,5
signaling,0
signals,23
signature,2
signatures,0
signed,27
significance,0
significant,0
significantly,0
signifies,0
signing,1
signs,194
silas,0
silence,98
silenced,1
silent,86
silently,32
silica,0
silicon,0
silk,40
silks,1
silky,6
sill,12
silly,231
silt,1
silver,191
silversmith,1
silverware,1
silvery,4
similar,7
similarities,0
similarity,0
similarly,0
simile,0
simon,118
simon's,5
simple,118
simpler,1
simplest,3
simplicity,0
simplified,0
simplify,0
simply,53
simpson,2
simulated,0
simultaneous,0
simultaneously,1
sin,7
sinai,0
since,404
sincere,0
sincerely,0
sinful,0
sing,255
singapore,2
singer,9
singers,2
singing,209
single,80
single-celled,0
singled,0
singly,0
sings,24
singular,8
sinister,0
sink,89
sinking,17
sinks,17
sinners,0
sins,2
sioux,10
sip,10
sipped,12
sipping,3
sir,267
sire,1
siren,15
sirens,2
sirius,3
sister,586
sister's,14
sisters,122
sit,772
site,2
sites,0
sits,79
sitter,6
sitting,641
situated,0
situation,11
situations,3
six,477
six-year-old,2
sixteen,35
sixteenth,0
sixth,27
sixties,0
sixty,32
sixty-five,0
sizable,0
size,219
sizes,32
sizzling,4
skate,89
skateboard,15
skated,33
skater,9
skaters,6
skates,92
skating,38
skeletal,0
skeleton,13
skeletons,5
skeptical,0
sketch,8
sketched,1
sketches,5
sketching,0
ski,28
skidded,7
skiers,0
skies,12
skiing,7
skill,27
skilled,2
skillful,1
skillfully,0
skills,17
skim,1
skimmed,0
skimming,0
skin,227
skinned,3
skinner,0
skinny,34
skins,32
skip,30
skipped,32
skipper,13
skipping,11
skirt,40
skirts,8
skis,14
skull,16
skulls,0
skunk,73
skunks,4
sky,863
skylab,6
skyscraper,5
skyscrapers,1
skyward,0
slab,5
slabs,2
slack,3
slacks,8
slain,0
slam,16
slammed,56
slamming,3
slang,0
slant,4
slanted,3
slanting,5
slap,13
slapped,28
slapping,9
slash,1
slashed,1
slate,4
slater,2
slaughter,0
slaughtered,0
slave,49
slavery,6
slaves,47
slavs,0
slay,1
sled,64
sledge,1
sleds,10
sleek,4
sleep,978
sleepers,1
sleepily,4
sleeping,294
sleeps,32
sleepy,59
sleet,4
sleeve,24
sleeves,14
sleigh,3
slender,3
slept,110
slice,16
sliced,5
slices,9
slicing,5
slick,3
slid,87
slide,57
slides,10
sliding,30
slight,12
slightest,4
slightly,33
slim,21
slime,1
slimy,5
sling,4
slip,57
slipped,112
slipper,4
slippers,27
slippery,18
slipping,17
slips,6
slit,7
slits,2
slogan,3
slogans,0
slope,27
sloped,3
slopes,7
sloping,4
sloppy,8
slot,3
slough,2
slow,263
slow-moving,1
slowed,48
slower,27
slowest,4
slowing,4
slowly,768
slowness,0
slows,5
sludge,80
sluggish,0
slum,0
slumped,10
slums,3
slung,5
slush,3
sly,16
smack,8
small,1621
smaller,170
smallest,35
smallpox,1
smart,212
smarter,6
smartest,7
smartly,0
smash,9
smashed,29
smashing,3
smear,1
smeared,1
smell,319
smelled,98
smelling,12
smells,69
smelly,5
smelt,0
smile,322
smiled,615
smiles,39
smiley,17
smiling,155
smith,155
smith's,15
smithsonian,0
smog,3
smoke,244
smoked,12
smoker,1
smokers,0
smokestacks,0
smokey,5
smoking,25
smoky,5
smooth,102
smoothed,8
smoother,0
smoothing,1
smoothly,13
smoothness,0
smothered,1
smudge,1
smuggled,0
smuggling,0
snack,32
snacks,8
snail,45
snail's,6
snails,26
snake,276
snake's,7
snakes,101
snap,35
snapped,94
snapping,11
snaps,2
snarl,2
snarled,10
snarling,2
snatch,5
snatched,15
sneak,16
sneaked,16
sneakers,24
sneaking,7
sneered,2
sneeze,7
sneezed,4
sneezing,3
sniff,20
sniffed,63
sniffing,19
snoopy,19
snoring,2
snort,4
snorted,16
snorting,3
snout,3
snow,676
snow-covered,3
snow-white,0
snowball,6
snowballs,2
snowed,7
snowfall,0
snowflakes,4
snowing,20
snowman,6
snows,14
snowshoe,1
snowshoes,3
snowstorm,7
snowy,27
snuff,0
snug,18
snuggled,4
snugly,1
so,8343
so-called,2
soak,8
soaked,26
soaking,4
soaks,2
soap,84
soaps,0
soar,2
soared,3
soaring,2
sob,8
sobbed,30
sobbing,11
sober,2
soberly,0
sobs,13
soccer,41
social,21
socialism,0
socialist,0
socialists,0
socialization,0
socialized,0
socially,0
societal,0
societies,0
society,10
society's,0
socioeconomic,0
sociological,0
sociologist,0
sociologists,0
sociology,0
sock,29
socket,1
sockets,0
socks,107
socrates,1
sod,3
soda,18
sodium,0
sofa,26
soft,371
softball,7
soften,0
softened,2
softening,0
softer,10
softly,147
softness,1
software,0
soggy,6
soil,172
soiled,1
soils,2
solar,19
sold,138
solder,0
soldier,70
soldier's,1
soldiers,131
sole,1
solely,0
solemn,4
solemnly,7
soles,4
solid,56
solidified,0
solidly,0
solids,0
solitary,1
solitude,1
solo,4
solomon,6
solubility,0
soluble,0
solute,0
solution,17
solutions,2
solve,45
solved,11
solvent,0
solvents,0
solves,0
solving,1
somber,0
some,6404
somebody,220
somebody's,22
someday,92
somehow,98
someone,1094
someone's,12
someplace,16
somersaults,4
somethin',9
something,3341
something's,13
sometime,31
sometimes,1097
somewhat,14
somewhere,176
son,430
son's,6
sonar,2
song,166
songs,70
sonia,11
sonny,15
sons,53
soon,1660
sooner,45
soot,0
soothe,0
soothing,2
sophia,2
sophie,17
sophisticated,0
sophomore,1
sore,42
sores,2
sorrow,10
sorrowful,0
sorrows,0
sorry,408
sort,160
sorted,5
sorting,1
sorts,23
sought,2
soul,32
souls,1
sound,889
sounded,186
sounding,6
soundly,1
sounds,332
soup,208
sour,19
source,11
sources,5
south,242
southeast,1
southeastern,0
southern,11
southerners,0
southward,0
southwest,3
southwestern,2
sovereign,0
sovereignty,0
soviet,1
soviets,0
sow,10
sox,3
soybean,0
soybeans,0
space,318
spacecraft,11
spaced,2
spaces,22
spaceship,48
spaceships,6
spacing,0
spacious,0
spade,5
spaghetti,12
spain,20
span,2
spaniards,1
spaniel,1
spanish,46
spanish-american,0
spanish-speaking,0
spanking,9
spanned,0
spans,0
spare,29
spared,1
sparingly,0
spark,6
sparked,0
sparkle,4
sparkled,20
sparkling,6
sparks,12
sparrow,6
sparrows,3
sparse,0
sparsely,0
sparta,0
spartan,0
spat,4
spatial,0
speak,289
speaker,20
speaker's,1
speakers,1
speaking,56
speaks,11
spear,8
spears,7
special,555
specialist,1
specialists,0
specialization,0
specialize,0
specialized,0
specializes,0
specializing,0
specially,3
specialties,0
specialty,1
species,2
specific,3
specifically,0
specifications,0
specified,0
specifies,0
specify,0
specifying,0
specimen,2
specimens,0
speck,12
speckled,1
specks,1
spectacle,0
spectacles,1
spectacular,1
spectator,0
spectators,1
spectrum,0
speculate,0
speculated,0
speculation,0
speculative,0
speculators,0
sped,7
speech,42
speeches,3
speechless,3
speed,138
speeded,2
speedily,0
speeding,12
speeds,8
speedy,1
spell,53
spelled,15
speller,0
spelling,37
spells,12
spencer,5
spend,139
spending,13
spends,7
spent,172
sperm,6
sphere,5
spheres,0
spherical,0
spice,0
spices,3
spicy,1
spider,125
spider's,5
spiders,29
spied,7
spies,3
spike,15
spiked,0
spikes,3
spill,14
spilled,28
spilling,7
spills,3
spin,70
spinach,2
spinal,1
spindle,3
spindles,0
spine,6
spines,1
spinning,66
spins,19
spiral,2
spirals,0
spirit,54
spirited,0
spirits,19
spiritual,0
spit,22
spite,23
spitting,4
splash,67
splashed,34
splashes,3
splashing,16
splendid,16
splendor,0
splint,0
splinter,2
splintered,0
splinters,1
split,51
splits,1
splitting,3
spoil,29
spoiled,15
spoiling,1
spoils,1
spoke,306
spoken,27
spokes,2
spokesman,0
sponge,4
sponges,0
spongy,0
sponsor,0
sponsored,0
sponsors,0
spontaneous,0
spontaneously,0
spooky,11
spool,10
spools,4
spoon,43
spoonful,3
spoons,25
spore,0
spores,5
sport,61
sporting,0
sports,63
spot,283
spotless,2
spotlight,1
spots,94
spotted,55
spotty,4
spouse,0
spout,7
sprang,29
sprawled,5
sprawling,2
spray,22
sprayed,3
spraying,0
sprays,1
spread,139
spreading,18
spreads,7
spring,413
springfield,7
springing,1
springs,17
springtime,3
springy,1
sprinkle,3
sprinkled,10
sprinkling,2
sprout,14
sprouted,1
sprouting,0
sprouts,5
spruce,5
spruces,0
sprung,0
spun,45
spur,1
spurred,0
spurs,3
spurt,1
spurts,0
sputnik,0
sputtered,3
spy,21
spying,1
squad,8
squadron,0
squanto,50
square,95
squared,1
squarely,2
squares,10
squash,10
squashed,4
squat,0
squatted,5
squatting,3
squeak,28
squeaked,16
squeaks,2
squeaky,8
squeal,4
squealed,10
squealing,3
squeeze,24
squeezed,41
squeezes,1
squeezing,4
squid,11
squinted,14
squinting,4
squire,2
squirmed,3
squirrel,158
squirrels,54
stab,1
stabbed,7
stability,0
stabilized,0
stable,36
stables,12
stack,35
stacked,8
stacks,8
stacy,36
stadium,8
staff,6
staffs,0
stag,3
stage,117
stagecoach,4
staged,0
stages,3
stagger,0
staggered,4
staggering,0
stain,0
stained,4
staining,0
stainless,0
stains,2
stair,6
staircase,6
stairs,263
stairway,8
stake,7
staked,1
stakes,2
stale,3
stalin,0
stalk,9
stalked,2
stalks,10
stall,29
stalled,3
stallion,8
stalls,7
stamens,1
stamina,0
stammered,10
stamp,52
stamped,26
stamping,4
stamps,29
stan,90
stance,0
stand,627
standard,3
standardization,0
standardized,0
standards,0
standing,531
standpoint,0
stands,107
standstill,1
stanford,1
stanley,86
stanton,0
stanza,0
staple,0
staples,0
star,258
star's,5
starboard,0
starch,2
starches,0
stare,26
stared,235
stares,5
starfish,0
staring,88
stark,1
starlight,5
stars,348
start,645
started,1646
starter,2
starting,128
startled,29
startling,2
starts,107
starvation,2
starve,22
starved,9
starving,14
state,182
state's,0
stated,4
stately,0
statement,25
statements,3
states,185
states',0
statesman,0
statesmen,0
static,1
stating,1
station,189
stationary,0
stationed,2
stationery,1
stations,9
statistical,0
statistics,0
statue,73
statues,9
stature,0
status,0
statute,0
statutes,0
stay,1087
stayed,281
staying,60
stays,44
steadied,3
steadily,16
steady,49
steak,20
steaks,0
steal,44
stealing,19
steam,77
steamboat,5
steamboats,0
steamed,1
steamer,5
steaming,14
steamship,0
steel,73
steep,54
steeper,2
steeple,7
steeply,2
steer,16
steered,6
steering,27
steers,1
stegosaurus,10
stella,12
stem,22
stems,21
stench,0
stencil,0
step,231
step-by-step,0
stepfather,1
stephen,7
stepmother,2
steppe,0
stepped,230
steppes,0
stepping,24
steps,432
stereo,3
stereotype,0
stereotypes,0
sterile,0
sterling,0
stern,10
sternly,7
stethoscope,8
steve,107
steven,27
stevens,1
stevenson,0
stevie,42
stew,28
steward,1
stewart,5
stick,403
stickers,1
sticking,46
sticks,129
sticky,48
stiff,63
stiffened,7
stiffly,4
stifled,0
stifling,0
stigma,0
still,2287
stillness,9
stilts,1
stimulate,0
stimulated,0
stimulates,0
stimulating,0
stimulation,0
stimuli,0
stimulus,0
sting,31
stinging,5
stings,5
stink,4
stinking,2
stir,18
stirred,43
stirring,11
stirrup,1
stitch,9
stitched,1
stock,11
stockade,0
stocked,0
stockholders,0
stockholm,0
stocking,7
stockings,8
stocks,2
stocky,3
stole,44
stolen,39
stomach,141
stomachs,4
stomped,7
stone,340
stonehenge,3
stones,127
stony,3
stood,948
stool,26
stools,0
stoop,17
stooped,12
stooping,1
stop,1556
stopped,1286
stopper,0
stopping,47
stops,83
storage,5
store,750
store's,0
stored,37
storehouse,3
storehouses,0
storekeeper,16
storekeepers,0
storeroom,6
stores,83
stories,262
storing,4
stork,8
storks,18
storm,174
stormed,9
storms,28
stormy,13
story,944
storyteller,3
storytellers,2
storytelling,1
stout,15
stove,110
stoves,2
stowed,1
straight,368
straight-line,0
straighten,9
straightened,20
straightening,1
straighter,2
straightforward,0
strain,9
strained,10
straining,2
strains,0
strait,1
straits,0
strand,3
stranded,1
strands,6
strange,496
strange-looking,7
strangely,14
strangeness,0
stranger,102
stranger's,3
strangers,35
strangest,9
strap,8
strapped,5
straps,7
strata,0
strategic,0
strategies,0
strategy,0
strauss,2
straw,120
strawberries,8
strawberry,20
straws,6
stray,14
strayed,4
streak,8
streaked,4
streaking,1
streaks,2
stream,174
streamed,6
streamers,1
streaming,8
streamlined,0
streams,26
street,1216
streetcar,3
streets,193
strength,57
strengthen,0
strengthened,0
strengthening,0
strengths,0
strenuous,0
stress,2
stressed,0
stresses,0
stressful,0
stressing,0
stretch,54
stretched,93
stretcher,5
stretches,11
stretching,21
strewn,3
stricken,0
strict,5
stricter,0
strictly,2
stride,3
strides,1
striding,1
strife,0
strike,35
strikers,0
strikes,5
striking,7
string,224
strings,28
stringy,1
strip,25
stripe,2
striped,23
stripes,22
stripped,3
strips,16
strive,0
striving,0
strode,7
stroke,18
stroked,12
strokes,9
stroking,3
stroll,10
strolled,6
strolling,2
strong,479
stronger,83
strongest,20
stronghold,0
strongly,4
struck,70
structural,0
structure,2
structured,0
structures,0
struggle,9
struggled,29
struggles,0
struggling,12
strung,7
stuart,11
stub,0
stubble,0
stubborn,13
stubbornly,4
stubby,1
stuck,258
studded,0
student,35
student's,0
students,61
students',0
studied,73
studies,19
studio,17
study,157
studying,49
stuff,172
stuffed,48
stuffing,7
stuffy,2
stumble,3
stumbled,22
stumbling,5
stump,22
stumps,4
stung,16
stunned,7
stunning,0
stunt,9
stunted,0
stunts,0
stupendous,0
stupid,66
stupidity,0
sturdy,8
style,15
styles,0
stylish,1
su,5
sub,4
subatomic,0
subdivided,0
subdivision,0
subdivisions,0
subdued,0
subject,78
subject's,0
subjected,0
subjective,0
subjects,24
submarine,17
submarines,3
submerged,0
submission,0
submit,0
submitted,0
subordinate,0
subordinates,0
subsequent,0
subsequently,0
subsided,0
subsidiary,0
subsistence,0
substance,4
substances,4
substantial,0
substantially,0
substitute,4
substituted,0
substitutes,0
substitution,0
subtle,0
subtract,1
subtracted,0
subtracting,0
suburb,1
suburban,1
suburbs,3
subway,28
subways,1
succeed,4
succeeded,3
succeeding,0
succeeds,0
success,22
successes,0
successful,10
successfully,0
succession,0
successive,0
successor,1
successors,0
such,757
suck,13
sucked,14
sucker,2
sucking,5
sucks,3
suction,0
sudan,0
sudden,98
suddenly,792
suds,13
sue,203
sue's,13
sued,0
suez,0
suffer,8
suffered,5
suffering,10
suffers,0
suffice,0
sufficient,1
sufficiently,0
suffix,2
suffixes,0
suffrage,0
sugar,128
sugarcane,1
sugars,0
suggest,8
suggested,38
suggesting,0
suggestion,4
suggestions,2
suggestive,0
suggests,0
suicide,1
suit,156
suitable,2
suitcase,48
suitcases,3
suite,2
suited,3
suitors,0
suits,35
sulfate,0
sulfur,0
sulfuric,0
sullen,1
sullivan,7
sulphur,0
sultan,23
sum,7
sumac,1
sumatra,0
sumer,0
sumerian,0
sumerians,0
sumi,19
summarize,0
summarized,0
summarizes,0
summary,1
summed,0
summer,495
summer's,2
summers,11
summertime,2
summit,3
summon,0
summoned,1
summons,0
sumner,5
sums,0
sun,1421
sun's,31
sunburn,0
sunburned,0
sunday,107
sundays,12
sundial,1
sundown,15
sunfish,5
sunflower,11
sunflowers,8
sung,2
sunglasses,4
sunk,3
sunken,2
sunlight,98
sunlit,0
sunny,78
sunrise,7
suns,11
sunset,27
sunshine,53
super,51
superb,6
superficial,0
superintendent,2
superior,2
superiority,0
superiors,0
supermarket,26
supermarkets,1
supernatural,0
superstition,1
superstitions,0
superstitious,1
supervise,0
supervised,0
supervises,0
supervising,0
supervision,0
supervisor,2
supervisors,0
supper,197
suppertime,3
supplement,0
supplementary,0
supplemented,0
supplements,0
supplied,1
supplier,0
suppliers,0
supplies,28
supply,20
supplying,0
support,21
supported,3
supporters,0
supporting,1
supportive,0
supports,1
suppose,367
supposed,167
supposedly,0
supposing,0
suppress,0
suppressed,0
suppression,0
supremacy,0
supreme,1
sure,1620
surely,67
surf,17
surface,108
surfaced,0
surfaces,2
surge,1
surged,2
surgeon,0
surgeons,0
surgery,1
surgical,0
surging,0
surpass,0
surpassed,0
surplus,0
surpluses,0
surprise,398
surprised,307
surprises,14
surprising,12
surprisingly,1
surrender,2
surrendered,0
surround,1
surrounded,22
surrounding,5
surroundings,1
surrounds,1
survey,2
surveyed,0
surveying,0
surveyor,0
surveyors,0
surveys,0
survival,2
survive,7
survived,3
survives,0
surviving,0
survivors,0
susan,203
susan's,9
susceptible,0
susie,39
suspect,7
suspected,9
suspects,5
suspend,0
suspended,4
suspense,1
suspension,0
suspicion,1
suspicions,0
suspicious,5
suspiciously,5
sustain,0
sustained,0
sutton,14
suzy,16
swallow,42
swallowed,48
swallowing,5
swallows,2
swam,100
swamp,47
swamps,5
swampy,1
swan,21
swans,8
swap,24
swarm,4
swarmed,0
swarming,1
swarms,0
sway,2
swayed,4
swaying,3
swear,16
swearing,0
sweat,39
sweater,66
sweaters,11
sweating,6
sweaty,3
sweden,4
swedes,0
swedish,0
sweep,22
sweeping,9
sweeps,1
sweet,162
sweet-smelling,0
sweeter,0
sweetly,6
sweetness,0
sweets,1
swell,18
swelled,5
swelling,3
swells,3
swept,34
swift,10
swiftly,15
swim,427
swimmer,15
swimmers,5
swimming,197
swims,42
swine,0
swing,65
swinging,37
swings,22
swirl,3
swirled,7
swirling,3
swirls,0
swish,24
swiss,7
switch,30
switched,13
switches,1
switching,1
switzerland,10
swollen,10
swoop,5
swooped,6
sword,29
swords,3
swore,2
sworn,2
swung,78
sybil,10
sydney,0
syllable,0
syllables,0
sylvester,15
sylvia,6
symbol,13
symbolic,0
symbolize,0
symbolized,0
symbols,9
symmetrical,0
symmetry,0
sympathetic,1
sympathy,7
symphony,1
symptom,1
symptoms,1
synagogue,0
syndrome,1
synonym,0
synonyms,0
synthesis,0
synthesize,0
synthesized,0
synthetic,0
syphilis,0
syracuse,0
syria,2
syrup,11
system,50
systematic,0
systematically,0
systems,3
t,15
t-shirt,20
t-shirts,4
tab,0
tabby,16
table,899
tablecloth,3
tables,62
tablet,6
tablets,3
taboo,0
tabs,0
tack,15
tacked,3
tackle,6
tackled,2
tacks,1
tactics,0
tacy,11
tad,9
tadpole,6
tadpoles,13
taft,0
tag,69
tagged,3
tagging,6
tags,12
tahiti,0
tail,488
tailor,78
tailors,0
tails,39
taiwan,0
take,3396
take-off,0
taken,327
takeoff,0
takes,482
taking,418
tale,21
talent,8
talented,4
talents,0
tales,29
talk,1132
talkative,0
talked,430
talking,665
talks,65
tall,635
taller,81
tallest,28
tallow,0
tam,59
tame,14
tamed,2
tammy,84
tan,67
tang,0
tangible,0
tangle,3
tangled,14
tank,126
tankers,0
tanks,47
tanned,5
tanner,2
tanning,0
tanya,15
tanzania,0
tap,113
tape,93
taped,9
tapered,0
tapes,1
tapped,55
tapping,18
taps,8
tar,14
taran,10
target,10
targets,0
tariff,0
tariffs,0
tarnished,0
taro,9
